id,unit_id,Y,W,unit_treated_frac,X1,X2
1,1,11.454609848735,0,0,0.373147416884661,0.299568218843622
2,1,10.7388113939352,0,0,0.0832348156149066,1.53037330202349
3,1,6.28616312950094,0,0,-1.29435289535389,0.658266509058164
4,1,11.1080153554117,0,0,1.89330555261615,0.0427625643525363
5,1,7.65613779091071,0,0,-1.91473224793064,-0.0432643717992341
6,1,10.986449557474,0,0,0.193831979664766,1.82498624436935
7,1,9.25958873092498,0,0,0.14234131620137,-0.381701310059284
8,1,8.64936589876915,0,0,1.8805537909515,0.0376484625036242
9,1,10.0823665750505,0,0,-0.426816022095695,0.332252113151822
10,1,10.0972859812772,0,0,2.41247981798397,-0.607525859241142
11,1,13.0876644628161,0,0,0.311239432510767,0.321572716787799
12,1,12.7908402133165,0,0,-0.0592694857799654,0.811981716285458
13,1,10.8869729728273,0,0,0.471378521707632,-0.908270729798615
14,1,8.88489940388033,0,0,1.8102875548639,0.0955319118891189
15,1,9.43913165894869,0,0,-0.664512610799526,-0.0260993313212978
16,1,11.8988948589541,0,0,1.07371669369303,-0.328303840873058
17,1,10.6074890138321,0,0,-0.861421495022924,0.222710666988427
18,1,11.6609979346575,0,0,-1.05592226886499,0.9366551924285
19,1,8.01021938809524,0,0,0.4249937523392,0.965517576668971
20,1,10.3940779050416,0,0,-1.47610581186069,-1.13466984348524
21,1,9.77337916445666,0,0,-1.70685530703164,0.155992429031055
22,1,7.36563349605827,0,0,-2.28980594534188,-0.0732452395683852
23,1,9.16320708578744,0,0,0.150983250455812,-0.878769339133385
24,1,12.4214569437447,0,0,-0.499754149533935,-0.279378998923196
25,1,10.6699578030006,0,0,-0.570922804716765,-0.753261942050961
26,1,10.5604750701265,0,0,-0.495490047831499,1.56821925771522
27,1,12.8527323928356,0,0,1.14227441596028,1.0500429957829
28,1,10.149123088774,0,0,0.108146326163423,1.70836005556937
29,1,11.2845922267541,0,0,0.902669719740328,-1.94799447960897
30,1,8.12568753367252,0,0,-0.229154811948203,-0.411086596074292
31,1,11.5357574829775,0,0,0.136175328588579,1.38716669611426
32,1,8.4773149260368,0,0,1.45326218387585,-1.25463238400929
33,1,11.4635070610818,0,0,1.30991110578484,0.872377009513332
34,1,10.6499289284358,0,0,1.09963584976968,0.161836543173712
35,1,11.6683285860984,0,0,1.55741816121572,-0.491178907704539
36,1,7.3711927504089,0,0,0.0976311557612344,-1.32506140672288
37,1,8.68417242626622,0,0,0.768019857215938,1.46342367600093
38,1,10.6582516386756,0,0,0.517219540403866,-0.470672522415611
39,1,7.96548693215886,0,0,0.189178568277525,-0.417106322225131
40,1,7.66353177831495,0,0,0.763257265678648,0.420656926471476
41,2,10.2314819510861,0,0,1.15411489874045,-0.933270606651442
42,2,9.23944691502652,0,0,-1.12145700322038,1.42361852967873
43,2,12.3742106213463,0,0,-0.747578118463397,1.28314470232882
44,2,11.0043225571776,0,0,-1.42325406795146,-0.279819993809294
45,2,10.2606794956206,0,0,-0.23304237246319,-0.153026553027522
46,2,10.6263768606661,0,0,0.0605215403394654,-0.0329778520211234
47,2,11.3320871403409,0,0,-0.991302186311824,-1.18502980115515
48,2,7.88148404260412,0,0,-2.82427804258713,1.20615573172839
49,2,9.92450134904018,0,0,0.501071976862199,0.534186828124907
50,2,9.32663581169952,0,0,-0.799207813085692,-1.04448459931294
51,2,10.8828603481823,0,0,-2.26265646223333,0.732321079366598
52,2,12.2270674472447,0,0,1.56177170282079,-0.326090247749051
53,2,13.0498089918504,0,0,0.849523308781924,-0.338444895219893
54,2,13.334716519805,0,0,0.911386019369813,-0.994463018346939
55,2,7.9434250767421,0,0,0.100274170497107,-0.589700529983557
56,2,11.3551894457382,0,0,-0.213364007574638,0.196253628986007
57,2,7.73207275913737,0,0,0.551805028291913,0.43691584171173
58,2,13.9707726609468,0,0,-0.552502651213771,0.762563904783483
59,2,11.0559548230029,0,0,-0.00828346440598009,-1.81592340602726
60,2,10.4645435365877,0,0,1.29275832238453,1.54183088643003
61,2,14.5660859518683,0,0,1.51250964468076,-0.433180403009914
62,2,9.43224486868002,0,0,0.67381025769193,-0.864840645144561
63,2,9.78863528746854,0,0,-0.648234074465138,1.38350756042873
64,2,10.4835343446854,0,0,-1.40779759533696,0.352897422278538
65,2,10.2270470080792,0,0,-0.564678212843351,-1.48677008709021
66,2,12.7233472627048,0,0,-1.12516961105371,-1.31068589715863
67,2,11.8833773046918,0,0,1.57600766388997,-0.248846556084898
68,2,8.84376022181852,0,0,-0.853447649434207,-0.149243453933195
69,2,12.2489681473077,0,0,-0.0109924400464766,-0.603112587747479
70,2,12.6945926181901,0,0,-0.167072675066629,1.04369579620923
71,2,7.65059446388574,0,0,-0.830136235165709,-0.381110993740432
