county_id,year,treated,first_treat_year,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
1,2016,0,2018,252.6,1,12.81,52,2.69,0.386,-0.71,0.52,-1.16,0.73,-1.47,0.07,-0.34,-0.28,-2.12,-1.02
1,2017,0,2018,260.2,1,12.81,52,2.69,0.386,-0.71,0.52,-1.16,0.73,-1.47,0.07,-0.34,-0.28,-2.12,-1.02
1,2018,1,2018,266.7,1,12.81,52,2.69,0.386,-0.71,0.52,-1.16,0.73,-1.47,0.07,-0.34,-0.28,-2.12,-1.02
1,2019,1,2018,219.4,1,12.81,52,2.69,0.386,-0.71,0.52,-1.16,0.73,-1.47,0.07,-0.34,-0.28,-2.12,-1.02
1,2020,1,2018,254.8,1,12.81,52,2.69,0.386,-0.71,0.52,-1.16,0.73,-1.47,0.07,-0.34,-0.28,-2.12,-1.02
1,2021,1,2018,301.8,1,12.81,52,2.69,0.386,-0.71,0.52,-1.16,0.73,-1.47,0.07,-0.34,-0.28,-2.12,-1.02
1,2022,1,2018,299.5,1,12.81,52,2.69,0.386,-0.71,0.52,-1.16,0.73,-1.47,0.07,-0.34,-0.28,-2.12,-1.02
1,2023,1,2018,277.5,1,12.81,52,2.69,0.386,-0.71,0.52,-1.16,0.73,-1.47,0.07,-0.34,-0.28,-2.12,-1.02
2,2016,0,2018,272.2,1,12.73,32.4,1.23,0.151,0.43,1.94,0.73,1.09,-1.28,0.44,-1.75,2.14,0.2,-1.42
2,2017,0,2018,245.4,1,12.73,32.4,1.23,0.151,0.43,1.94,0.73,1.09,-1.28,0.44,-1.75,2.14,0.2,-1.42
2,2018,1,2018,293,1,12.73,32.4,1.23,0.151,0.43,1.94,0.73,1.09,-1.28,0.44,-1.75,2.14,0.2,-1.42
2,2019,1,2018,288.5,1,12.73,32.4,1.23,0.151,0.43,1.94,0.73,1.09,-1.28,0.44,-1.75,2.14,0.2,-1.42
2,2020,1,2018,276.4,1,12.73,32.4,1.23,0.151,0.43,1.94,0.73,1.09,-1.28,0.44,-1.75,2.14,0.2,-1.42
2,2021,1,2018,287.7,1,12.73,32.4,1.23,0.151,0.43,1.94,0.73,1.09,-1.28,0.44,-1.75,2.14,0.2,-1.42
2,2022,1,2018,269.5,1,12.73,32.4,1.23,0.151,0.43,1.94,0.73,1.09,-1.28,0.44,-1.75,2.14,0.2,-1.42
2,2023,1,2018,296.2,1,12.73,32.4,1.23,0.151,0.43,1.94,0.73,1.09,-1.28,0.44,-1.75,2.14,0.2,-1.42
3,2016,0,2018,237.8,0,11.86,40.6,-0.09,0.117,-0.1,2.05,0.97,0.14,-0.35,-2.07,0.37,0.3,0.44,0.39
3,2017,0,2018,215.5,0,11.86,40.6,-0.09,0.117,-0.1,2.05,0.97,0.14,-0.35,-2.07,0.37,0.3,0.44,0.39
3,2018,1,2018,256.6,0,11.86,40.6,-0.09,0.117,-0.1,2.05,0.97,0.14,-0.35,-2.07,0.37,0.3,0.44,0.39
3,2019,1,2018,205.6,0,11.86,40.6,-0.09,0.117,-0.1,2.05,0.97,0.14,-0.35,-2.07,0.37,0.3,0.44,0.39
3,2020,1,2018,226.7,0,11.86,40.6,-0.09,0.117,-0.1,2.05,0.97,0.14,-0.35,-2.07,0.37,0.3,0.44,0.39
3,2021,1,2018,224.5,0,11.86,40.6,-0.09,0.117,-0.1,2.05,0.97,0.14,-0.35,-2.07,0.37,0.3,0.44,0.39
3,2022,1,2018,288,0,11.86,40.6,-0.09,0.117,-0.1,2.05,0.97,0.14,-0.35,-2.07,0.37,0.3,0.44,0.39
3,2023,1,2018,283.7,0,11.86,40.6,-0.09,0.117,-0.1,2.05,0.97,0.14,-0.35,-2.07,0.37,0.3,0.44,0.39
4,2016,0,2018,247.3,1,11.16,82.5,0.45,0.065,-0.05,0.01,0.08,-0.68,2.17,0.95,0.51,0.1,0.51,-0.1
4,2017,0,2018,289.1,1,11.16,82.5,0.45,0.065,-0.05,0.01,0.08,-0.68,2.17,0.95,0.51,0.1,0.51,-0.1
4,2018,1,2018,283.7,1,11.16,82.5,0.45,0.065,-0.05,0.01,0.08,-0.68,2.17,0.95,0.51,0.1,0.51,-0.1
4,2019,1,2018,324.9,1,11.16,82.5,0.45,0.065,-0.05,0.01,0.08,-0.68,2.17,0.95,0.51,0.1,0.51,-0.1
4,2020,1,2018,295.3,1,11.16,82.5,0.45,0.065,-0.05,0.01,0.08,-0.68,2.17,0.95,0.51,0.1,0.51,-0.1
4,2021,1,2018,321,1,11.16,82.5,0.45,0.065,-0.05,0.01,0.08,-0.68,2.17,0.95,0.51,0.1,0.51,-0.1
4,2022,1,2018,335.1,1,11.16,82.5,0.45,0.065,-0.05,0.01,0.08,-0.68,2.17,0.95,0.51,0.1,0.51,-0.1
4,2023,1,2018,245.3,1,11.16,82.5,0.45,0.065,-0.05,0.01,0.08,-0.68,2.17,0.95,0.51,0.1,0.51,-0.1
5,2016,0,2018,287.3,1,13.48,60.9,2.05,0.214,-1.01,-0.71,1.1,-0.02,-0.11,0.18,1.16,-0.23,-2.42,-0.07
5,2017,0,2018,236.7,1,13.48,60.9,2.05,0.214,-1.01,-0.71,1.1,-0.02,-0.11,0.18,1.16,-0.23,-2.42,-0.07
5,2018,1,2018,244.9,1,13.48,60.9,2.05,0.214,-1.01,-0.71,1.1,-0.02,-0.11,0.18,1.16,-0.23,-2.42,-0.07
5,2019,1,2018,265.9,1,13.48,60.9,2.05,0.214,-1.01,-0.71,1.1,-0.02,-0.11,0.18,1.16,-0.23,-2.42,-0.07
5,2020,1,2018,299.4,1,13.48,60.9,2.05,0.214,-1.01,-0.71,1.1,-0.02,-0.11,0.18,1.16,-0.23,-2.42,-0.07
5,2021,1,2018,318.2,1,13.48,60.9,2.05,0.214,-1.01,-0.71,1.1,-0.02,-0.11,0.18,1.16,-0.23,-2.42,-0.07
5,2022,1,2018,307.1,1,13.48,60.9,2.05,0.214,-1.01,-0.71,1.1,-0.02,-0.11,0.18,1.16,-0.23,-2.42,-0.07
5,2023,1,2018,312.1,1,13.48,60.9,2.05,0.214,-1.01,-0.71,1.1,-0.02,-0.11,0.18,1.16,-0.23,-2.42,-0.07
6,2016,0,2018,234.1,1,11.34,40.2,0.38,0.343,-0.72,-0.22,-0.04,-0.07,-1.57,1.3,1.19,-1.12,0.16,1.28
6,2017,0,2018,208.8,1,11.34,40.2,0.38,0.343,-0.72,-0.22,-0.04,-0.07,-1.57,1.3,1.19,-1.12,0.16,1.28
6,2018,1,2018,228.5,1,11.34,40.2,0.38,0.343,-0.72,-0.22,-0.04,-0.07,-1.57,1.3,1.19,-1.12,0.16,1.28
6,2019,1,2018,221.1,1,11.34,40.2,0.38,0.343,-0.72,-0.22,-0.04,-0.07,-1.57,1.3,1.19,-1.12,0.16,1.28
6,2020,1,2018,293.4,1,11.34,40.2,0.38,0.343,-0.72,-0.22,-0.04,-0.07,-1.57,1.3,1.19,-1.12,0.16,1.28
6,2021,1,2018,244,1,11.34,40.2,0.38,0.343,-0.72,-0.22,-0.04,-0.07,-1.57,1.3,1.19,-1.12,0.16,1.28
6,2022,1,2018,245.6,1,11.34,40.2,0.38,0.343,-0.72,-0.22,-0.04,-0.07,-1.57,1.3,1.19,-1.12,0.16,1.28
6,2023,1,2018,263.1,1,11.34,40.2,0.38,0.343,-0.72,-0.22,-0.04,-0.07,-1.57,1.3,1.19,-1.12,0.16,1.28
7,2016,0,2018,209.3,0,12.94,53.3,-0.06,0.102,1.51,0.54,0.77,-1.38,-0.97,-0.07,-0.05,0.99,0.03,-0.88
7,2017,0,2018,236.1,0,12.94,53.3,-0.06,0.102,1.51,0.54,0.77,-1.38,-0.97,-0.07,-0.05,0.99,0.03,-0.88
7,2018,1,2018,271.9,0,12.94,53.3,-0.06,0.102,1.51,0.54,0.77,-1.38,-0.97,-0.07,-0.05,0.99,0.03,-0.88
7,2019,1,2018,258.1,0,12.94,53.3,-0.06,0.102,1.51,0.54,0.77,-1.38,-0.97,-0.07,-0.05,0.99,0.03,-0.88
7,2020,1,2018,278.6,0,12.94,53.3,-0.06,0.102,1.51,0.54,0.77,-1.38,-0.97,-0.07,-0.05,0.99,0.03,-0.88
7,2021,1,2018,239.3,0,12.94,53.3,-0.06,0.102,1.51,0.54,0.77,-1.38,-0.97,-0.07,-0.05,0.99,0.03,-0.88
7,2022,1,2018,293.8,0,12.94,53.3,-0.06,0.102,1.51,0.54,0.77,-1.38,-0.97,-0.07,-0.05,0.99,0.03,-0.88
7,2023,1,2018,251.9,0,12.94,53.3,-0.06,0.102,1.51,0.54,0.77,-1.38,-0.97,-0.07,-0.05,0.99,0.03,-0.88
8,2016,0,2018,249.9,1,12.49,39.3,-0.31,0.12,-1.45,-0.09,0.06,-0.72,0.3,-0.51,0.49,-0.17,0.55,0.7
8,2017,0,2018,230.8,1,12.49,39.3,-0.31,0.12,-1.45,-0.09,0.06,-0.72,0.3,-0.51,0.49,-0.17,0.55,0.7
8,2018,1,2018,327.7,1,12.49,39.3,-0.31,0.12,-1.45,-0.09,0.06,-0.72,0.3,-0.51,0.49,-0.17,0.55,0.7
8,2019,1,2018,248.6,1,12.49,39.3,-0.31,0.12,-1.45,-0.09,0.06,-0.72,0.3,-0.51,0.49,-0.17,0.55,0.7
8,2020,1,2018,282.2,1,12.49,39.3,-0.31,0.12,-1.45,-0.09,0.06,-0.72,0.3,-0.51,0.49,-0.17,0.55,0.7
8,2021,1,2018,258.1,1,12.49,39.3,-0.31,0.12,-1.45,-0.09,0.06,-0.72,0.3,-0.51,0.49,-0.17,0.55,0.7
8,2022,1,2018,274.6,1,12.49,39.3,-0.31,0.12,-1.45,-0.09,0.06,-0.72,0.3,-0.51,0.49,-0.17,0.55,0.7
8,2023,1,2018,265.6,1,12.49,39.3,-0.31,0.12,-1.45,-0.09,0.06,-0.72,0.3,-0.51,0.49,-0.17,0.55,0.7
9,2016,0,2018,224.9,1,10.52,50.1,0.93,0.286,-1.61,-1.1,-2.28,-0.91,-1.36,1.82,-1.88,0.89,-0.34,1.28
9,2017,0,2018,274.6,1,10.52,50.1,0.93,0.286,-1.61,-1.1,-2.28,-0.91,-1.36,1.82,-1.88,0.89,-0.34,1.28
9,2018,1,2018,239.3,1,10.52,50.1,0.93,0.286,-1.61,-1.1,-2.28,-0.91,-1.36,1.82,-1.88,0.89,-0.34,1.28
9,2019,1,2018,277.2,1,10.52,50.1,0.93,0.286,-1.61,-1.1,-2.28,-0.91,-1.36,1.82,-1.88,0.89,-0.34,1.28
9,2020,1,2018,254,1,10.52,50.1,0.93,0.286,-1.61,-1.1,-2.28,-0.91,-1.36,1.82,-1.88,0.89,-0.34,1.28
9,2021,1,2018,266.6,1,10.52,50.1,0.93,0.286,-1.61,-1.1,-2.28,-0.91,-1.36,1.82,-1.88,0.89,-0.34,1.28
9,2022,1,2018,265.3,1,10.52,50.1,0.93,0.286,-1.61,-1.1,-2.28,-0.91,-1.36,1.82,-1.88,0.89,-0.34,1.28
9,2023,1,2018,291.5,1,10.52,50.1,0.93,0.286,-1.61,-1.1,-2.28,-0.91,-1.36,1.82,-1.88,0.89,-0.34,1.28
10,2016,0,2018,209.6,0,11.15,42.3,1.53,0.076,-1.34,-0.08,1.02,-0.35,-0.55,-0.13,-0.09,-0.07,1.38,0.42
10,2017,0,2018,256.2,0,11.15,42.3,1.53,0.076,-1.34,-0.08,1.02,-0.35,-0.55,-0.13,-0.09,-0.07,1.38,0.42
10,2018,1,2018,268.4,0,11.15,42.3,1.53,0.076,-1.34,-0.08,1.02,-0.35,-0.55,-0.13,-0.09,-0.07,1.38,0.42
10,2019,1,2018,279.8,0,11.15,42.3,1.53,0.076,-1.34,-0.08,1.02,-0.35,-0.55,-0.13,-0.09,-0.07,1.38,0.42
10,2020,1,2018,227.7,0,11.15,42.3,1.53,0.076,-1.34,-0.08,1.02,-0.35,-0.55,-0.13,-0.09,-0.07,1.38,0.42
10,2021,1,2018,232.4,0,11.15,42.3,1.53,0.076,-1.34,-0.08,1.02,-0.35,-0.55,-0.13,-0.09,-0.07,1.38,0.42
10,2022,1,2018,236.6,0,11.15,42.3,1.53,0.076,-1.34,-0.08,1.02,-0.35,-0.55,-0.13,-0.09,-0.07,1.38,0.42
10,2023,1,2018,248.9,0,11.15,42.3,1.53,0.076,-1.34,-0.08,1.02,-0.35,-0.55,-0.13,-0.09,-0.07,1.38,0.42
11,2016,0,2018,254.5,1,12.3,61.4,1.03,0.094,0.17,1.65,-1.21,1.71,0.13,-3.04,1.49,1.06,-0.45,-0.18
11,2017,0,2018,261.4,1,12.3,61.4,1.03,0.094,0.17,1.65,-1.21,1.71,0.13,-3.04,1.49,1.06,-0.45,-0.18
11,2018,1,2018,289.7,1,12.3,61.4,1.03,0.094,0.17,1.65,-1.21,1.71,0.13,-3.04,1.49,1.06,-0.45,-0.18
11,2019,1,2018,244,1,12.3,61.4,1.03,0.094,0.17,1.65,-1.21,1.71,0.13,-3.04,1.49,1.06,-0.45,-0.18
11,2020,1,2018,316.5,1,12.3,61.4,1.03,0.094,0.17,1.65,-1.21,1.71,0.13,-3.04,1.49,1.06,-0.45,-0.18
11,2021,1,2018,251.2,1,12.3,61.4,1.03,0.094,0.17,1.65,-1.21,1.71,0.13,-3.04,1.49,1.06,-0.45,-0.18
11,2022,1,2018,309.5,1,12.3,61.4,1.03,0.094,0.17,1.65,-1.21,1.71,0.13,-3.04,1.49,1.06,-0.45,-0.18
11,2023,1,2018,298.7,1,12.3,61.4,1.03,0.094,0.17,1.65,-1.21,1.71,0.13,-3.04,1.49,1.06,-0.45,-0.18
12,2016,0,2018,229.7,1,12.33,47.1,2.14,0.173,0.58,1.98,2.95,2.03,-1.51,-0.6,-2.73,0.62,1.18,0.61
12,2017,0,2018,265.7,1,12.33,47.1,2.14,0.173,0.58,1.98,2.95,2.03,-1.51,-0.6,-2.73,0.62,1.18,0.61
12,2018,1,2018,265.8,1,12.33,47.1,2.14,0.173,0.58,1.98,2.95,2.03,-1.51,-0.6,-2.73,0.62,1.18,0.61
12,2019,1,2018,319.1,1,12.33,47.1,2.14,0.173,0.58,1.98,2.95,2.03,-1.51,-0.6,-2.73,0.62,1.18,0.61
12,2020,1,2018,294.1,1,12.33,47.1,2.14,0.173,0.58,1.98,2.95,2.03,-1.51,-0.6,-2.73,0.62,1.18,0.61
12,2021,1,2018,312.1,1,12.33,47.1,2.14,0.173,0.58,1.98,2.95,2.03,-1.51,-0.6,-2.73,0.62,1.18,0.61
12,2022,1,2018,274,1,12.33,47.1,2.14,0.173,0.58,1.98,2.95,2.03,-1.51,-0.6,-2.73,0.62,1.18,0.61
12,2023,1,2018,317.4,1,12.33,47.1,2.14,0.173,0.58,1.98,2.95,2.03,-1.51,-0.6,-2.73,0.62,1.18,0.61
13,2016,0,2018,220,1,10.92,32.8,1.93,0.161,-0.54,-0.03,2.36,-0.57,0.64,0.6,0.23,0.67,-0.61,-0.97
13,2017,0,2018,273.3,1,10.92,32.8,1.93,0.161,-0.54,-0.03,2.36,-0.57,0.64,0.6,0.23,0.67,-0.61,-0.97
13,2018,1,2018,247.9,1,10.92,32.8,1.93,0.161,-0.54,-0.03,2.36,-0.57,0.64,0.6,0.23,0.67,-0.61,-0.97
13,2019,1,2018,250.6,1,10.92,32.8,1.93,0.161,-0.54,-0.03,2.36,-0.57,0.64,0.6,0.23,0.67,-0.61,-0.97
13,2020,1,2018,282.1,1,10.92,32.8,1.93,0.161,-0.54,-0.03,2.36,-0.57,0.64,0.6,0.23,0.67,-0.61,-0.97
